0,1,2,3,4
filt,rspect,0.0001,0.05,0.6119737274220032
filt,rspect,0.0001,0.1,0.6072775041050903
filt,rspect,0.0001,0.15,0.6211362889983579
filt,rspect,0.0001,0.2,0.6096486042692939
filt,rspect,0.0001,0.25,0.6177208538587848
filt,rspect,0.0001,0.3,0.6211954022988506
filt,rspect,0.0001,0.35,0.5729326765188836
filt,rspect,0.0001,0.4,0.5855238095238097
filt,rspect,0.0001,0.45,0.5877635467980296
filt,rspect,0.0001,0.5,0.5764072249589491
filt,rspect,0.0001,0.0,0.5877963875205254
filt,rspect,0.0005,0.05,0.618903119868637
filt,rspect,0.0005,0.1,0.6153497536945813
filt,rspect,0.0005,0.15,0.6004532019704434
filt,rspect,0.0005,0.2,0.6050903119868638
filt,rspect,0.0005,0.25,0.6210968801313629
filt,rspect,0.0005,0.3,0.5993169129720854
filt,rspect,0.0005,0.35,0.580919540229885
filt,rspect,0.0005,0.4,0.5763415435139573
filt,rspect,0.0005,0.45,0.5706338259441708
filt,rspect,0.0005,0.5,0.5671330049261083
filt,rspect,0.0005,0.0,0.6050509031198686
filt,rspect,0.001,0.05,0.617688013136289
filt,rspect,0.001,0.1,0.6130509031198687
filt,rspect,0.001,0.15,0.6165714285714285
filt,rspect,0.001,0.2,0.6257865353037767
filt,rspect,0.001,0.25,0.5947257799671593
filt,rspect,0.001,0.3,0.6004597701149426
filt,rspect,0.001,0.35,0.5924269293924466
filt,rspect,0.001,0.4,0.5717175697865353
filt,rspect,0.001,0.45,0.5936223316912972
filt,rspect,0.001,0.5,0.5832577996715929
filt,rspect,0.001,0.0,0.6222660098522168
filt,rspect,0.005,0.05,0.6027192118226601
filt,rspect,0.005,0.1,0.5866535303776683
filt,rspect,0.005,0.15,0.6050509031198688
filt,rspect,0.005,0.2,0.60847947454844
filt,rspect,0.005,0.25,0.6142857142857143
filt,rspect,0.005,0.3,0.6027783251231528
filt,rspect,0.005,0.35,0.6004137931034482
filt,rspect,0.005,0.4,0.5970180623973728
filt,rspect,0.005,0.45,0.5660032840722495
filt,rspect,0.005,0.5,0.5878292282430213
filt,rspect,0.005,0.0,0.6141937602627258
filt,rspect,0.01,0.05,0.6118752052545157
filt,rspect,0.01,0.1,0.6027651888341544
filt,rspect,0.01,0.15,0.5820492610837438
filt,rspect,0.01,0.2,0.5844072249589491
filt,rspect,0.01,0.25,0.6154417077175699
filt,rspect,0.01,0.3,0.5844794745484401
filt,rspect,0.01,0.35,0.5912446633825944
filt,rspect,0.01,0.4,0.5557307060755338
filt,rspect,0.01,0.45,0.5659573070607553
filt,rspect,0.01,0.5,0.585536945812808
filt,rspect,0.01,0.0,0.5901937602627259
filt,rspect,0.05,0.05,0.5740623973727421
filt,rspect,0.05,0.1,0.5671264367816092
filt,rspect,0.05,0.15,0.5912380952380952
filt,rspect,0.05,0.2,0.5855763546798031
filt,rspect,0.05,0.25,0.5832643678160919
filt,rspect,0.05,0.3,0.5693661740558292
filt,rspect,0.05,0.35,0.567152709359606
filt,rspect,0.05,0.4,0.5787126436781609
filt,rspect,0.05,0.45,0.5579704433497537
filt,rspect,0.05,0.5,0.539559934318555
filt,rspect,0.05,0.0,0.5763349753694581
filt,rspect,0.15,0.05,0.563632183908046
filt,rspect,0.15,0.1,0.5694187192118226
filt,rspect,0.15,0.15,0.5740623973727421
filt,rspect,0.15,0.2,0.5476124794745484
filt,rspect,0.15,0.25,0.5786338259441707
filt,rspect,0.15,0.3,0.5637110016420361
filt,rspect,0.15,0.35,0.5614384236453203
filt,rspect,0.15,0.4,0.5786798029556651
filt,rspect,0.15,0.45,0.5407553366174056
filt,rspect,0.15,0.5,0.5568604269293925
filt,rspect,0.15,0.0,0.5706009852216749
filt,rspect,0.1,0.05,0.5889720853858785
filt,rspect,0.1,0.1,0.5659901477832511
filt,rspect,0.1,0.15,0.5579901477832513
filt,rspect,0.1,0.2,0.5717701149425287
filt,rspect,0.1,0.25,0.5751658456486043
filt,rspect,0.1,0.3,0.5970246305418719
filt,rspect,0.1,0.35,0.568328407224959
filt,rspect,0.1,0.4,0.5476650246305418
filt,rspect,0.1,0.45,0.6016486042692939
filt,rspect,0.1,0.5,0.5694778325123153
filt,rspect,0.1,0.0,0.5706600985221675
filt,rspect,0.25,0.05,0.5694121510673236
filt,rspect,0.25,0.1,0.5866272577996716
filt,rspect,0.25,0.15,0.5716978653530378
filt,rspect,0.25,0.2,0.5602824302134648
filt,rspect,0.25,0.25,0.556807881773399
filt,rspect,0.25,0.3,0.5751986863711002
filt,rspect,0.25,0.35,0.5464499178981936
filt,rspect,0.25,0.4,0.5534121510673236
filt,rspect,0.25,0.45,0.5407422003284073
filt,rspect,0.25,0.5,0.5465418719211822
filt,rspect,0.25,0.0,0.5648866995073891
filt,rspect,0.2,0.05,0.5408604269293924
filt,rspect,0.2,0.1,0.576328407224959
filt,rspect,0.2,0.15,0.5545221674876847
filt,rspect,0.2,0.2,0.5625287356321839
filt,rspect,0.2,0.25,0.5695106732348112
filt,rspect,0.2,0.3,0.5889458128078818
filt,rspect,0.2,0.35,0.5637307060755337
filt,rspect,0.2,0.4,0.5602233169129721
filt,rspect,0.2,0.45,0.5281444991789819
filt,rspect,0.2,0.5,0.5694778325123153
filt,rspect,0.2,0.0,0.5717898193760262
