0,1,2,3,4
filt,norm-laplacian,0.0001,0.05,0.6016223316912972
filt,norm-laplacian,0.0001,0.1,0.5993628899835797
filt,norm-laplacian,0.0001,0.15,0.6131231527093596
filt,norm-laplacian,0.0001,0.2,0.617688013136289
filt,norm-laplacian,0.0001,0.25,0.6314285714285715
filt,norm-laplacian,0.0001,0.3,0.6142068965517241
filt,norm-laplacian,0.0001,0.35,0.6050771756978655
filt,norm-laplacian,0.0001,0.4,0.5958817733990148
filt,norm-laplacian,0.0001,0.45,0.5832709359605911
filt,norm-laplacian,0.0001,0.5,0.5694909688013137
filt,norm-laplacian,0.0001,0.0,0.6188505747126436
filt,norm-laplacian,0.0005,0.05,0.6131822660098523
filt,norm-laplacian,0.0005,0.1,0.6062134646962233
filt,norm-laplacian,0.0005,0.15,0.6061609195402299
filt,norm-laplacian,0.0005,0.2,0.6027389162561577
filt,norm-laplacian,0.0005,0.25,0.6154154351395731
filt,norm-laplacian,0.0005,0.3,0.6085057471264367
filt,norm-laplacian,0.0005,0.35,0.5900821018062398
filt,norm-laplacian,0.0005,0.4,0.6153891625615764
filt,norm-laplacian,0.0005,0.45,0.5821018062397372
filt,norm-laplacian,0.0005,0.5,0.5728472906403941
filt,norm-laplacian,0.0005,0.0,0.5993300492610837
filt,norm-laplacian,0.001,0.05,0.6211888341543513
filt,norm-laplacian,0.001,0.1,0.6211428571428572
filt,norm-laplacian,0.001,0.15,0.5855697865353038
filt,norm-laplacian,0.001,0.2,0.6084729064039409
filt,norm-laplacian,0.001,0.25,0.6199802955665025
filt,norm-laplacian,0.001,0.3,0.6222857142857143
filt,norm-laplacian,0.001,0.35,0.576295566502463
filt,norm-laplacian,0.001,0.4,0.580912972085386
filt,norm-laplacian,0.001,0.45,0.6096091954022989
filt,norm-laplacian,0.001,0.5,0.566016420361248
filt,norm-laplacian,0.001,0.0,0.6096026272577996
filt,norm-laplacian,0.005,0.05,0.6073234811165846
filt,norm-laplacian,0.005,0.1,0.6038752052545157
filt,norm-laplacian,0.005,0.15,0.6015697865353038
filt,norm-laplacian,0.005,0.2,0.6096617405582924
filt,norm-laplacian,0.005,0.25,0.6154022988505747
filt,norm-laplacian,0.005,0.3,0.6027783251231528
filt,norm-laplacian,0.005,0.35,0.5982068965517241
filt,norm-laplacian,0.005,0.4,0.5947980295566502
filt,norm-laplacian,0.005,0.45,0.5855303776683087
filt,norm-laplacian,0.005,0.5,0.586646962233169
filt,norm-laplacian,0.005,0.0,0.6073497536945813
filt,norm-laplacian,0.01,0.05,0.6085648604269294
filt,norm-laplacian,0.01,0.1,0.6108374384236452
filt,norm-laplacian,0.01,0.15,0.5889458128078817
filt,norm-laplacian,0.01,0.2,0.6177011494252873
filt,norm-laplacian,0.01,0.25,0.6189096880131363
filt,norm-laplacian,0.01,0.3,0.6061609195402299
filt,norm-laplacian,0.01,0.35,0.595855500821018
filt,norm-laplacian,0.01,0.4,0.586673234811166
filt,norm-laplacian,0.01,0.45,0.5867192118226601
filt,norm-laplacian,0.01,0.5,0.5981543513957307
filt,norm-laplacian,0.01,0.0,0.6130771756978655
filt,norm-laplacian,0.05,0.05,0.5947651888341544
filt,norm-laplacian,0.05,0.1,0.5855763546798031
filt,norm-laplacian,0.05,0.15,0.579855500821018
filt,norm-laplacian,0.05,0.2,0.5901346469622333
