0,1,2,3,4
filt,rspect,0.0001,0.05,0.6085254515599343
filt,rspect,0.0001,0.1,0.6084794745484401
filt,rspect,0.0001,0.15,0.6039080459770114
filt,rspect,0.0001,0.2,0.6256814449917899
filt,rspect,0.0001,0.25,0.6119408866995074
filt,rspect,0.0001,0.3,0.6084597701149426
filt,rspect,0.0001,0.35,0.5924597701149426
filt,rspect,0.0001,0.4,0.5683021346469622
filt,rspect,0.0001,0.45,0.5866666666666667
filt,rspect,0.0001,0.5,0.5843809523809523
filt,rspect,0.0001,0.0,0.5959474548440066
filt,rspect,0.0005,0.05,0.5981806239737275
filt,rspect,0.0005,0.1,0.6108045977011494
filt,rspect,0.0005,0.15,0.6085385878489327
filt,rspect,0.0005,0.2,0.6107323481116584
filt,rspect,0.0005,0.25,0.6120065681444993
filt,rspect,0.0005,0.3,0.595888341543514
filt,rspect,0.0005,0.35,0.5912643678160918
filt,rspect,0.0005,0.4,0.5603087027914614
filt,rspect,0.0005,0.45,0.5820623973727421
filt,rspect,0.0005,0.5,0.5556518883415436
filt,rspect,0.0005,0.0,0.6153628899835797
filt,rspect,0.001,0.05,0.6234154351395731
filt,rspect,0.001,0.1,0.6061477832512316
filt,rspect,0.001,0.15,0.5912840722495896
filt,rspect,0.001,0.2,0.6027848932676518
filt,rspect,0.001,0.25,0.605064039408867
filt,rspect,0.001,0.3,0.6004729064039409
filt,rspect,0.001,0.35,0.5970180623973728
filt,rspect,0.001,0.4,0.5602824302134646
filt,rspect,0.001,0.45,0.5671395730706076
filt,rspect,0.001,0.5,0.601615763546798
filt,rspect,0.001,0.0,0.6233825944170771
filt,rspect,0.005,0.05,0.6062068965517242
filt,rspect,0.005,0.1,0.6142660098522168
filt,rspect,0.005,0.15,0.6154088669950739
filt,rspect,0.005,0.2,0.6153497536945813
filt,rspect,0.005,0.25,0.6176945812807881
filt,rspect,0.005,0.3,0.5866863711001642
filt,rspect,0.005,0.35,0.6073300492610837
filt,rspect,0.005,0.4,0.5786666666666667
filt,rspect,0.005,0.45,0.5855303776683087
filt,rspect,0.005,0.5,0.5683021346469623
filt,rspect,0.005,0.0,0.6027651888341544
filt,rspect,0.01,0.05,0.6096551724137932
filt,rspect,0.01,0.1,0.5786535303776683
filt,rspect,0.01,0.15,0.5843875205254516
filt,rspect,0.01,0.2,0.5614515599343186
filt,rspect,0.01,0.25,0.5878423645320198
filt,rspect,0.01,0.3,0.577464696223317
filt,rspect,0.01,0.35,0.5797832512315271
filt,rspect,0.01,0.4,0.573983579638752
filt,rspect,0.01,0.45,0.5602627257799672
filt,rspect,0.01,0.5,0.5935829228243021
filt,rspect,0.01,0.0,0.6027257799671594
filt,rspect,0.05,0.05,0.5878095238095238
filt,rspect,0.05,0.1,0.6027323481116584
filt,rspect,0.05,0.15,0.5821018062397372
filt,rspect,0.05,0.2,0.5592315270935961
filt,rspect,0.05,0.25,0.5936157635467979
filt,rspect,0.05,0.3,0.5866995073891627
filt,rspect,0.05,0.35,0.5660032840722496
filt,rspect,0.05,0.4,0.5579901477832512
filt,rspect,0.05,0.45,0.5682824302134647
filt,rspect,0.05,0.5,0.5476715927750411
filt,rspect,0.05,0.0,0.5740952380952382
filt,rspect,0.15,0.05,0.5832315270935962
filt,rspect,0.15,0.1,0.5740755336617406
filt,rspect,0.15,0.15,0.5625812807881774
filt,rspect,0.15,0.2,0.5442495894909688
filt,rspect,0.15,0.25,0.5831855500821018
filt,rspect,0.15,0.3,0.5786535303776683
filt,rspect,0.15,0.35,0.5889589490968802
filt,rspect,0.15,0.4,0.5649458128078818
filt,rspect,0.15,0.45,0.5511133004926109
filt,rspect,0.15,0.5,0.5718226600985222
filt,rspect,0.15,0.0,0.5693727422003284
filt,rspect,0.1,0.05,0.5660426929392447
filt,rspect,0.1,0.1,0.5808998357963875
filt,rspect,0.1,0.15,0.5728866995073891
filt,rspect,0.1,0.2,0.5613661740558293
filt,rspect,0.1,0.25,0.5533727422003284
filt,rspect,0.1,0.3,0.5935632183908046
filt,rspect,0.1,0.35,0.583192118226601
filt,rspect,0.1,0.4,0.5625681444991789
filt,rspect,0.1,0.45,0.5637307060755337
filt,rspect,0.1,0.5,0.5453070607553366
filt,rspect,0.1,0.0,0.5774975369458127
filt,rspect,0.25,0.05,0.5648669950738917
filt,rspect,0.25,0.1,0.5580032840722496
filt,rspect,0.25,0.15,0.5740295566502462
filt,rspect,0.25,0.2,0.5580032840722495
filt,rspect,0.25,0.25,0.5614121510673236
filt,rspect,0.25,0.3,0.5843743842364533
filt,rspect,0.25,0.35,0.5625221674876848
filt,rspect,0.25,0.4,0.5705550082101806
filt,rspect,0.25,0.45,0.5556715927750411
filt,rspect,0.25,0.5,0.5820821018062398
filt,rspect,0.25,0.0,0.5499310344827586
filt,rspect,0.2,0.05,0.5602233169129721
filt,rspect,0.2,0.1,0.5533793103448277
filt,rspect,0.2,0.15,0.5775435139573071
filt,rspect,0.2,0.2,0.5855238095238094
filt,rspect,0.2,0.25,0.5407093596059113
filt,rspect,0.2,0.3,0.5590673234811165
filt,rspect,0.2,0.35,0.5729523809523809
filt,rspect,0.2,0.4,0.56488013136289
filt,rspect,0.2,0.45,0.5395730706075534
filt,rspect,0.2,0.5,0.5487816091954023
filt,rspect,0.2,0.0,0.5786141215106732
