0,1,2,3,4
filt,rspect,0.0001,0.05,0.6268768472906404
filt,rspect,0.0001,0.1,0.6096420361247947
filt,rspect,0.0001,0.15,0.6108571428571429
filt,rspect,0.0001,0.2,0.594679802955665
filt,rspect,0.0001,0.25,0.5958686371100164
filt,rspect,0.0001,0.3,0.6039540229885058
filt,rspect,0.0001,0.35,0.5740689655172414
filt,rspect,0.0001,0.4,0.578679802955665
filt,rspect,0.0001,0.45,0.5913169129720854
filt,rspect,0.0001,0.5,0.5958752052545156
filt,rspect,0.0001,0.0,0.6050574712643678
filt,rspect,0.0005,0.05,0.6280591133004927
filt,rspect,0.0005,0.1,0.616551724137931
filt,rspect,0.0005,0.15,0.5946995073891627
filt,rspect,0.0005,0.2,0.6257733990147784
filt,rspect,0.0005,0.25,0.5958357963875205
filt,rspect,0.0005,0.3,0.607376026272578
filt,rspect,0.0005,0.35,0.5785944170771757
filt,rspect,0.0005,0.4,0.5785878489326765
filt,rspect,0.0005,0.45,0.5729523809523809
filt,rspect,0.0005,0.5,0.5740295566502465
filt,rspect,0.0005,0.0,0.6015697865353038
filt,rspect,0.001,0.05,0.6188111658456485
filt,rspect,0.001,0.1,0.6062200328407225
filt,rspect,0.001,0.15,0.6222922824302135
filt,rspect,0.001,0.2,0.5890377668308703
filt,rspect,0.001,0.25,0.5981477832512315
filt,rspect,0.001,0.3,0.6141937602627259
filt,rspect,0.001,0.35,0.5820361247947454
filt,rspect,0.001,0.4,0.5855369458128079
filt,rspect,0.001,0.45,0.5820426929392447
filt,rspect,0.001,0.5,0.5682692939244663
filt,rspect,0.001,0.0,0.6142725779967159
filt,rspect,0.005,0.05,0.6027717569786536
filt,rspect,0.005,0.1,0.6188768472906403
filt,rspect,0.005,0.15,0.6004269293924466
filt,rspect,0.005,0.2,0.5890180623973728
filt,rspect,0.005,0.25,0.6027586206896551
filt,rspect,0.005,0.3,0.5832709359605912
filt,rspect,0.005,0.35,0.6038752052545157
filt,rspect,0.005,0.4,0.5935369458128079
filt,rspect,0.005,0.45,0.5797898193760262
filt,rspect,0.005,0.5,0.5694121510673236
filt,rspect,0.005,0.0,0.602791461412151
filt,rspect,0.01,0.05,0.5866600985221675
filt,rspect,0.01,0.1,0.6096945812807882
filt,rspect,0.01,0.15,0.592440065681445
filt,rspect,0.01,0.2,0.5901149425287356
filt,rspect,0.01,0.25,0.5946995073891624
filt,rspect,0.01,0.3,0.59240065681445
filt,rspect,0.01,0.35,0.6027783251231528
filt,rspect,0.01,0.4,0.5728932676518884
filt,rspect,0.01,0.45,0.5740361247947454
filt,rspect,0.01,0.5,0.5763940886699508
filt,rspect,0.01,0.0,0.5958620689655172
filt,rspect,0.05,0.05,0.5809655172413792
filt,rspect,0.05,0.1,0.5797504105090312
filt,rspect,0.05,0.15,0.5912643678160919
filt,rspect,0.05,0.2,0.5660361247947454
filt,rspect,0.05,0.25,0.5706338259441708
filt,rspect,0.05,0.3,0.5775106732348112
filt,rspect,0.05,0.35,0.5752315270935962
filt,rspect,0.05,0.4,0.5625287356321839
filt,rspect,0.05,0.45,0.5556847290640394
filt,rspect,0.05,0.5,0.5545681444991789
filt,rspect,0.05,0.0,0.5740098522167488
filt,rspect,0.15,0.05,0.5717307060755337
filt,rspect,0.15,0.1,0.5522233169129722
filt,rspect,0.15,0.15,0.5706535303776683
filt,rspect,0.15,0.2,0.5602233169129721
filt,rspect,0.15,0.25,0.5625550082101806
filt,rspect,0.15,0.3,0.5843546798029557
filt,rspect,0.15,0.35,0.5694515599343186
filt,rspect,0.15,0.4,0.567159277504105
filt,rspect,0.15,0.45,0.5660426929392447
filt,rspect,0.15,0.5,0.5465418719211823
filt,rspect,0.15,0.0,0.5785747126436782
filt,rspect,0.1,0.05,0.5797963875205254
filt,rspect,0.1,0.1,0.5798029556650246
filt,rspect,0.1,0.15,0.5774909688013137
filt,rspect,0.1,0.2,0.547592775041051
filt,rspect,0.1,0.25,0.5706600985221675
filt,rspect,0.1,0.3,0.5832249589490969
filt,rspect,0.1,0.35,0.5648341543513957
filt,rspect,0.1,0.4,0.5292807881773399
filt,rspect,0.1,0.45,0.5533727422003285
filt,rspect,0.1,0.5,0.5545484400656815
filt,rspect,0.1,0.0,0.576328407224959
filt,rspect,0.25,0.05,0.556807881773399
filt,rspect,0.25,0.1,0.560328407224959
filt,rspect,0.25,0.15,0.5671133004926109
filt,rspect,0.25,0.2,0.5556715927750411
filt,rspect,0.25,0.25,0.5430476190476191
filt,rspect,0.25,0.3,0.5866666666666666
filt,rspect,0.25,0.35,0.5752118226600986
filt,rspect,0.25,0.4,0.5740361247947454
filt,rspect,0.25,0.45,0.5476190476190477
filt,rspect,0.25,0.5,0.5728538587848933
filt,rspect,0.25,0.0,0.5912249589490969
filt,rspect,0.2,0.05,0.5682627257799672
filt,rspect,0.2,0.1,0.562463054187192
filt,rspect,0.2,0.15,0.5602627257799672
filt,rspect,0.2,0.2,0.5718029556650246
filt,rspect,0.2,0.25,0.5694515599343186
filt,rspect,0.2,0.3,0.5625550082101806
filt,rspect,0.2,0.35,0.5763809523809524
filt,rspect,0.2,0.4,0.5626075533661741
filt,rspect,0.2,0.45,0.5614187192118226
filt,rspect,0.2,0.5,0.5523218390804597
filt,rspect,0.2,0.0,0.5579770114942528
